article_id,disease_label,title,content,location_name,country_code,cases,deaths,is_health_outbreak,url
ART-0411,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #11],[Paragraf / Teks Berita Mpox (Monkeypox) #11],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0412,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #12],[Paragraf / Teks Berita Mpox (Monkeypox) #12],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0413,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #13],[Paragraf / Teks Berita Mpox (Monkeypox) #13],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0414,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #14],[Paragraf / Teks Berita Mpox (Monkeypox) #14],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0415,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #15],[Paragraf / Teks Berita Mpox (Monkeypox) #15],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0416,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #16],[Paragraf / Teks Berita Mpox (Monkeypox) #16],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0417,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #17],[Paragraf / Teks Berita Mpox (Monkeypox) #17],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0418,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #18],[Paragraf / Teks Berita Mpox (Monkeypox) #18],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0419,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #19],[Paragraf / Teks Berita Mpox (Monkeypox) #19],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0420,Mpox (Monkeypox),[Judul Artikel Mpox (Monkeypox) #20],[Paragraf / Teks Berita Mpox (Monkeypox) #20],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0421,Nipah,[Judul Artikel Nipah #1],[Paragraf / Teks Berita Nipah #1],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0422,Nipah,[Judul Artikel Nipah #2],[Paragraf / Teks Berita Nipah #2],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0423,Nipah,[Judul Artikel Nipah #3],[Paragraf / Teks Berita Nipah #3],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0424,Nipah,[Judul Artikel Nipah #4],[Paragraf / Teks Berita Nipah #4],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0425,Nipah,[Judul Artikel Nipah #5],[Paragraf / Teks Berita Nipah #5],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0426,Nipah,[Judul Artikel Nipah #6],[Paragraf / Teks Berita Nipah #6],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0427,Nipah,[Judul Artikel Nipah #7],[Paragraf / Teks Berita Nipah #7],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0428,Nipah,[Judul Artikel Nipah #8],[Paragraf / Teks Berita Nipah #8],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0429,Nipah,[Judul Artikel Nipah #9],[Paragraf / Teks Berita Nipah #9],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0430,Nipah,[Judul Artikel Nipah #10],[Paragraf / Teks Berita Nipah #10],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0431,Nipah,[Judul Artikel Nipah #11],[Paragraf / Teks Berita Nipah #11],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0432,Nipah,[Judul Artikel Nipah #12],[Paragraf / Teks Berita Nipah #12],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0433,Nipah,[Judul Artikel Nipah #13],[Paragraf / Teks Berita Nipah #13],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0434,Nipah,[Judul Artikel Nipah #14],[Paragraf / Teks Berita Nipah #14],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0435,Nipah,[Judul Artikel Nipah #15],[Paragraf / Teks Berita Nipah #15],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0436,Nipah,[Judul Artikel Nipah #16],[Paragraf / Teks Berita Nipah #16],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0437,Nipah,[Judul Artikel Nipah #17],[Paragraf / Teks Berita Nipah #17],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0438,Nipah,[Judul Artikel Nipah #18],[Paragraf / Teks Berita Nipah #18],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0439,Nipah,[Judul Artikel Nipah #19],[Paragraf / Teks Berita Nipah #19],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0440,Nipah,[Judul Artikel Nipah #20],[Paragraf / Teks Berita Nipah #20],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0441,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #1],[Paragraf / Teks Berita Pertussis (Whooping Cough) #1],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0442,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #2],[Paragraf / Teks Berita Pertussis (Whooping Cough) #2],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0443,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #3],[Paragraf / Teks Berita Pertussis (Whooping Cough) #3],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0444,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #4],[Paragraf / Teks Berita Pertussis (Whooping Cough) #4],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0445,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #5],[Paragraf / Teks Berita Pertussis (Whooping Cough) #5],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0446,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #6],[Paragraf / Teks Berita Pertussis (Whooping Cough) #6],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0447,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #7],[Paragraf / Teks Berita Pertussis (Whooping Cough) #7],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0448,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #8],[Paragraf / Teks Berita Pertussis (Whooping Cough) #8],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0449,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #9],[Paragraf / Teks Berita Pertussis (Whooping Cough) #9],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0450,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #10],[Paragraf / Teks Berita Pertussis (Whooping Cough) #10],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0451,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #11],[Paragraf / Teks Berita Pertussis (Whooping Cough) #11],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0452,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #12],[Paragraf / Teks Berita Pertussis (Whooping Cough) #12],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0453,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #13],[Paragraf / Teks Berita Pertussis (Whooping Cough) #13],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0454,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #14],[Paragraf / Teks Berita Pertussis (Whooping Cough) #14],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0455,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #15],[Paragraf / Teks Berita Pertussis (Whooping Cough) #15],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0456,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #16],[Paragraf / Teks Berita Pertussis (Whooping Cough) #16],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0457,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #17],[Paragraf / Teks Berita Pertussis (Whooping Cough) #17],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0458,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #18],[Paragraf / Teks Berita Pertussis (Whooping Cough) #18],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0459,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #19],[Paragraf / Teks Berita Pertussis (Whooping Cough) #19],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0460,Pertussis (Whooping Cough),[Judul Artikel Pertussis (Whooping Cough) #20],[Paragraf / Teks Berita Pertussis (Whooping Cough) #20],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0461,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #1],[Paragraf / Teks Berita Polio (Paralysis) #1],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0462,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #2],[Paragraf / Teks Berita Polio (Paralysis) #2],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0463,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #3],[Paragraf / Teks Berita Polio (Paralysis) #3],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0464,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #4],[Paragraf / Teks Berita Polio (Paralysis) #4],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0465,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #5],[Paragraf / Teks Berita Polio (Paralysis) #5],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0466,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #6],[Paragraf / Teks Berita Polio (Paralysis) #6],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0467,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #7],[Paragraf / Teks Berita Polio (Paralysis) #7],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0468,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #8],[Paragraf / Teks Berita Polio (Paralysis) #8],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0469,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #9],[Paragraf / Teks Berita Polio (Paralysis) #9],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0470,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #10],[Paragraf / Teks Berita Polio (Paralysis) #10],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0471,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #11],[Paragraf / Teks Berita Polio (Paralysis) #11],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0472,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #12],[Paragraf / Teks Berita Polio (Paralysis) #12],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0473,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #13],[Paragraf / Teks Berita Polio (Paralysis) #13],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0474,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #14],[Paragraf / Teks Berita Polio (Paralysis) #14],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0475,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #15],[Paragraf / Teks Berita Polio (Paralysis) #15],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0476,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #16],[Paragraf / Teks Berita Polio (Paralysis) #16],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0477,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #17],[Paragraf / Teks Berita Polio (Paralysis) #17],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0478,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #18],[Paragraf / Teks Berita Polio (Paralysis) #18],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0479,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #19],[Paragraf / Teks Berita Polio (Paralysis) #19],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0480,Polio (Paralysis),[Judul Artikel Polio (Paralysis) #20],[Paragraf / Teks Berita Polio (Paralysis) #20],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0481,Rabies,[Judul Artikel Rabies #1],[Paragraf / Teks Berita Rabies #1],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0482,Rabies,[Judul Artikel Rabies #2],[Paragraf / Teks Berita Rabies #2],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0483,Rabies,[Judul Artikel Rabies #3],[Paragraf / Teks Berita Rabies #3],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0484,Rabies,[Judul Artikel Rabies #4],[Paragraf / Teks Berita Rabies #4],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0485,Rabies,[Judul Artikel Rabies #5],[Paragraf / Teks Berita Rabies #5],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0486,Rabies,[Judul Artikel Rabies #6],[Paragraf / Teks Berita Rabies #6],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0487,Rabies,[Judul Artikel Rabies #7],[Paragraf / Teks Berita Rabies #7],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0488,Rabies,[Judul Artikel Rabies #8],[Paragraf / Teks Berita Rabies #8],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0489,Rabies,[Judul Artikel Rabies #9],[Paragraf / Teks Berita Rabies #9],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0490,Rabies,[Judul Artikel Rabies #10],[Paragraf / Teks Berita Rabies #10],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0491,Rabies,[Judul Artikel Rabies #11],[Paragraf / Teks Berita Rabies #11],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0492,Rabies,[Judul Artikel Rabies #12],[Paragraf / Teks Berita Rabies #12],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0493,Rabies,[Judul Artikel Rabies #13],[Paragraf / Teks Berita Rabies #13],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0494,Rabies,[Judul Artikel Rabies #14],[Paragraf / Teks Berita Rabies #14],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0495,Rabies,[Judul Artikel Rabies #15],[Paragraf / Teks Berita Rabies #15],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0496,Rabies,[Judul Artikel Rabies #16],[Paragraf / Teks Berita Rabies #16],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0497,Rabies,[Judul Artikel Rabies #17],[Paragraf / Teks Berita Rabies #17],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0498,Rabies,[Judul Artikel Rabies #18],[Paragraf / Teks Berita Rabies #18],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0499,Rabies,[Judul Artikel Rabies #19],[Paragraf / Teks Berita Rabies #19],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0500,Rabies,[Judul Artikel Rabies #20],[Paragraf / Teks Berita Rabies #20],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0501,Rift Valley Fever,[Judul Artikel Rift Valley Fever #1],[Paragraf / Teks Berita Rift Valley Fever #1],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0502,Rift Valley Fever,[Judul Artikel Rift Valley Fever #2],[Paragraf / Teks Berita Rift Valley Fever #2],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0503,Rift Valley Fever,[Judul Artikel Rift Valley Fever #3],[Paragraf / Teks Berita Rift Valley Fever #3],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0504,Rift Valley Fever,[Judul Artikel Rift Valley Fever #4],[Paragraf / Teks Berita Rift Valley Fever #4],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0505,Rift Valley Fever,[Judul Artikel Rift Valley Fever #5],[Paragraf / Teks Berita Rift Valley Fever #5],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0506,Rift Valley Fever,[Judul Artikel Rift Valley Fever #6],[Paragraf / Teks Berita Rift Valley Fever #6],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0507,Rift Valley Fever,[Judul Artikel Rift Valley Fever #7],[Paragraf / Teks Berita Rift Valley Fever #7],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0508,Rift Valley Fever,[Judul Artikel Rift Valley Fever #8],[Paragraf / Teks Berita Rift Valley Fever #8],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0509,Rift Valley Fever,[Judul Artikel Rift Valley Fever #9],[Paragraf / Teks Berita Rift Valley Fever #9],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0510,Rift Valley Fever,[Judul Artikel Rift Valley Fever #10],[Paragraf / Teks Berita Rift Valley Fever #10],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0511,Rift Valley Fever,[Judul Artikel Rift Valley Fever #11],[Paragraf / Teks Berita Rift Valley Fever #11],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0512,Rift Valley Fever,[Judul Artikel Rift Valley Fever #12],[Paragraf / Teks Berita Rift Valley Fever #12],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0513,Rift Valley Fever,[Judul Artikel Rift Valley Fever #13],[Paragraf / Teks Berita Rift Valley Fever #13],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0514,Rift Valley Fever,[Judul Artikel Rift Valley Fever #14],[Paragraf / Teks Berita Rift Valley Fever #14],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0515,Rift Valley Fever,[Judul Artikel Rift Valley Fever #15],[Paragraf / Teks Berita Rift Valley Fever #15],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0516,Rift Valley Fever,[Judul Artikel Rift Valley Fever #16],[Paragraf / Teks Berita Rift Valley Fever #16],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0517,Rift Valley Fever,[Judul Artikel Rift Valley Fever #17],[Paragraf / Teks Berita Rift Valley Fever #17],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0518,Rift Valley Fever,[Judul Artikel Rift Valley Fever #18],[Paragraf / Teks Berita Rift Valley Fever #18],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0519,Rift Valley Fever,[Judul Artikel Rift Valley Fever #19],[Paragraf / Teks Berita Rift Valley Fever #19],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0520,Rift Valley Fever,[Judul Artikel Rift Valley Fever #20],[Paragraf / Teks Berita Rift Valley Fever #20],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0521,Tuberculosis,[Judul Artikel Tuberculosis #1],[Paragraf / Teks Berita Tuberculosis #1],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0522,Tuberculosis,[Judul Artikel Tuberculosis #2],[Paragraf / Teks Berita Tuberculosis #2],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0523,Tuberculosis,[Judul Artikel Tuberculosis #3],[Paragraf / Teks Berita Tuberculosis #3],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0524,Tuberculosis,[Judul Artikel Tuberculosis #4],[Paragraf / Teks Berita Tuberculosis #4],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0525,Tuberculosis,[Judul Artikel Tuberculosis #5],[Paragraf / Teks Berita Tuberculosis #5],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0526,Tuberculosis,[Judul Artikel Tuberculosis #6],[Paragraf / Teks Berita Tuberculosis #6],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0527,Tuberculosis,[Judul Artikel Tuberculosis #7],[Paragraf / Teks Berita Tuberculosis #7],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0528,Tuberculosis,[Judul Artikel Tuberculosis #8],[Paragraf / Teks Berita Tuberculosis #8],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0529,Tuberculosis,[Judul Artikel Tuberculosis #9],[Paragraf / Teks Berita Tuberculosis #9],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0530,Tuberculosis,[Judul Artikel Tuberculosis #10],[Paragraf / Teks Berita Tuberculosis #10],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0531,Tuberculosis,[Judul Artikel Tuberculosis #11],[Paragraf / Teks Berita Tuberculosis #11],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0532,Tuberculosis,[Judul Artikel Tuberculosis #12],[Paragraf / Teks Berita Tuberculosis #12],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0533,Tuberculosis,[Judul Artikel Tuberculosis #13],[Paragraf / Teks Berita Tuberculosis #13],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0534,Tuberculosis,[Judul Artikel Tuberculosis #14],[Paragraf / Teks Berita Tuberculosis #14],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0535,Tuberculosis,[Judul Artikel Tuberculosis #15],[Paragraf / Teks Berita Tuberculosis #15],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0536,Tuberculosis,[Judul Artikel Tuberculosis #16],[Paragraf / Teks Berita Tuberculosis #16],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0537,Tuberculosis,[Judul Artikel Tuberculosis #17],[Paragraf / Teks Berita Tuberculosis #17],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0538,Tuberculosis,[Judul Artikel Tuberculosis #18],[Paragraf / Teks Berita Tuberculosis #18],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0539,Tuberculosis,[Judul Artikel Tuberculosis #19],[Paragraf / Teks Berita Tuberculosis #19],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0540,Tuberculosis,[Judul Artikel Tuberculosis #20],[Paragraf / Teks Berita Tuberculosis #20],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0541,Typhoid,[Judul Artikel Typhoid #1],[Paragraf / Teks Berita Typhoid #1],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0542,Typhoid,[Judul Artikel Typhoid #2],[Paragraf / Teks Berita Typhoid #2],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0543,Typhoid,[Judul Artikel Typhoid #3],[Paragraf / Teks Berita Typhoid #3],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0544,Typhoid,[Judul Artikel Typhoid #4],[Paragraf / Teks Berita Typhoid #4],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0545,Typhoid,[Judul Artikel Typhoid #5],[Paragraf / Teks Berita Typhoid #5],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0546,Typhoid,[Judul Artikel Typhoid #6],[Paragraf / Teks Berita Typhoid #6],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0547,Typhoid,[Judul Artikel Typhoid #7],[Paragraf / Teks Berita Typhoid #7],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
ART-0548,Typhoid,[Judul Artikel Typhoid #8],[Paragraf / Teks Berita Typhoid #8],[Nama Kota/Kab/Provinsi],IDN,0,0,TRUE,https://...
