id,source,type,type_id,validity_status,description,status,from_engine,created_at,updated_at,country
943,https://baoquangninh.vn/,Google,3,Unofficial,https://baoquangninh.vn/,1,Yes,2026-02-20T08:21:20.000000Z,2026-02-20T08:21:20.000000Z,Vietnam
920,https://baoquocte.vn/,Google,3,Unofficial,https://baoquocte.vn/,1,Yes,2026-02-13T02:22:16.000000Z,2026-02-13T02:22:16.000000Z,Vietnam
1243,https://baotayninh.vn/,Google,3,Unofficial,https://baotayninh.vn/,1,Yes,2026-07-01T01:47:33.000000Z,2026-07-01T01:47:33.000000Z,Vietnam
1051,https://baothainguyen.vn/,Google,3,Unofficial,https://baothainguyen.vn/,1,Yes,2026-04-02T02:11:50.000000Z,2026-04-02T02:11:50.000000Z,Vietnam
682,https://baothanhhoa.vn/,Google,3,Unofficial,https://baothanhhoa.vn/,1,Yes,2025-12-22T19:43:31.000000Z,2025-12-22T19:43:31.000000Z,Vietnam
43,https://baotintuc.vn/,Local News,7,Official,Official news site of Vietnam News Agency delivering national and global news.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Vietnam
715,https://baotuyenquang.com.vn/,Google,3,Unofficial,https://baotuyenquang.com.vn/,1,Yes,2026-01-08T01:51:32.000000Z,2026-01-08T01:51:32.000000Z,Vietnam
44,https://baovanhoa.vn/,Local News,7,Official,"Vietnamese cultural and lifestyle news site under the Ministry of Culture, Sports and Tourism.",1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Vietnam
45,https://baovinhlong.com.vn/,Local News,7,Official,Regional Vietnamese news portal focused on events and updates from Vinh Long province.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Vietnam
1074,https://baoxaydung.vn/,Google,3,Unofficial,https://baoxaydung.vn/,1,Yes,2026-05-06T01:01:25.000000Z,2026-05-06T01:01:25.000000Z,Vietnam
1211,https://bastillepost.com/,Google,3,Unofficial,https://bastillepost.com/,1,Yes,2026-05-31T08:48:50.000000Z,2026-05-31T08:48:50.000000Z,Hong Kong
1226,https://batampos.jawapos.com/,Google,3,Unofficial,https://batampos.jawapos.com/,1,Yes,2026-06-23T08:02:40.000000Z,2026-06-23T08:02:40.000000Z,Indonesia
46,https://batuahnews.id/,Local News,7,Unofficial,Indonesian online news platform delivering local and national updates.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Indonesia
747,https://bbc.co.uk/,Google,3,Unofficial,https://bbc.co.uk/,1,Yes,2026-01-20T16:27:51.000000Z,2026-01-20T16:27:51.000000Z,United Kingdom
47,https://bdnews24.com/,Local News,7,Official,"Bangladeshi online news portal publishing national, business, and world news.",1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Bangladesh
1173,https://beartai.com/,Google,3,Unofficial,https://beartai.com/,1,Yes,2026-05-28T00:51:09.000000Z,2026-05-28T00:51:09.000000Z,Thailand
719,https://beautynesia.id/,Google,3,Unofficial,https://beautynesia.id/,1,Yes,2026-01-08T02:17:14.000000Z,2026-01-08T02:17:14.000000Z,Indonesia
796,https://bekaci.suara.com/,Google,3,Unofficial,https://bekaci.suara.com/,1,Yes,2026-01-23T02:40:10.000000Z,2026-01-23T02:40:10.000000Z,Indonesia
48,https://bengkulu.pikiran-rakyat.com/,Local News,7,Official,"Regional edition of Pikiran Rakyat covering Bengkulu, Indonesia.",1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Indonesia
49,https://bengkulu.tribunnews.com/,Local News,7,Official,Tribunnews regional portal delivering news from Bengkulu province.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Indonesia
977,https://benhvienathainguyen.com.vn/,Google,3,Unofficial,https://benhvienathainguyen.com.vn/,1,Yes,2026-02-24T01:38:26.000000Z,2026-02-24T01:38:26.000000Z,Vietnam
797,https://benhvienducgiang.com/,Google,3,Unofficial,https://benhvienducgiang.com/,1,Yes,2026-01-23T02:49:23.000000Z,2026-01-23T02:49:23.000000Z,Vietnam
795,https://benhvienthucuc.vn/,Google,3,Unofficial,https://benhvienthucuc.vn/,1,Yes,2026-01-23T02:35:02.000000Z,2026-01-23T02:35:02.000000Z,Vietnam
869,https://berita.mediacorp.sg/,Google,3,Unofficial,https://berita.mediacorp.sg/,1,Yes,2026-02-03T00:02:42.000000Z,2026-02-03T00:02:42.000000Z,Singapore
1009,https://berita.rtm.gov.my/,Google,3,Unofficial,https://berita.rtm.gov.my/,1,Yes,2026-03-01T09:21:04.000000Z,2026-03-01T09:21:04.000000Z,Malaysia
844,https://beritabuana.co/,Google,3,Unofficial,https://beritabuana.co/,1,Yes,2026-01-27T15:27:21.000000Z,2026-01-27T15:27:21.000000Z,Indonesia
721,https://beritaharian.sg/,Google,3,Unofficial,https://beritaharian.sg/,1,Yes,2026-01-12T07:34:46.000000Z,2026-01-12T07:34:46.000000Z,Singapore
50,https://beritajatim.com/,Local News,7,Official,Online media providing East Java regional and national Indonesian news.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Indonesia
51,https://beritamusi.co.id/,Local News,7,Unofficial,Online Indonesian news outlet covering South Sumatra and national issues.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Indonesia
692,https://beritanasional.com/,Google,3,Unofficial,https://beritanasional.com/,1,Yes,2025-12-30T02:48:14.000000Z,2025-12-30T02:48:14.000000Z,Indonesia
52,https://betanews.id/,Local News,7,Unofficial,Indonesian online news site providing updates and features from various regions.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Indonesia
1241,https://bidiktangsel.com/,Google,3,Unofficial,https://bidiktangsel.com/,1,Yes,2026-07-01T01:45:25.000000Z,2026-07-01T01:45:25.000000Z,Indonesia
1063,https://bioengineer.org/,Google,3,Unofficial,https://bioengineer.org/,1,Yes,2026-04-23T01:01:51.000000Z,2026-04-23T01:01:51.000000Z,United Kingdom
53,https://biz.chosun.com/,Local News,7,Official,"Business section of Chosun Ilbo, one of South Korea&quot;’&quot;s largest newspapers.",1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,South Korea
54,https://bloknot-stavropol.ru/,Local News,7,Official,Regional Russian news portal covering Stavropol area.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Russia
55,https://bloknot-volgograd.ru/,Local News,7,Official,Regional Russian portal reporting on Volgograd region news and events.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Russia
56,https://bokra.net/,Local News,7,Official,Arabic-language online media platform focusing on Middle Eastern news.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Israel
57,https://bontangpost.id/,Local News,7,Official,"Regional Indonesian online newspaper covering news from Bontang, East Kalimantan.",1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Indonesia
58,https://borneobulletin.com.bn/,Local News,7,Official,Brunei&quot;’&quot;s leading daily newspaper covering local and international news.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Brunei
982,https://br-cn.com/,Google,3,Unofficial,https://br-cn.com/,1,Yes,2026-02-24T16:04:01.000000Z,2026-02-24T16:04:01.000000Z,China
743,https://brandiconimage.com/,Google,3,Unofficial,https://brandiconimage.com/,1,Yes,2026-01-20T16:19:20.000000Z,2026-01-20T16:19:20.000000Z,India
59,https://busam.id/,Local News,7,Unofficial,Indonesian local online news outlet publishing various social and political stories.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Indonesia
741,https://businessday.ng/,Google,3,Unofficial,https://businessday.ng/,1,Yes,2026-01-20T16:19:08.000000Z,2026-01-20T16:19:08.000000Z,Nigeria
1124,https://businesstimes-bd.com/,Google,3,Unofficial,https://businesstimes-bd.com/,1,Yes,2026-05-25T08:21:48.000000Z,2026-05-25T08:21:48.000000Z,Bangladesh
974,https://bvdl.org.vn/,Google,3,Unofficial,https://bvdl.org.vn/,1,Yes,2026-02-24T01:29:03.000000Z,2026-02-24T01:29:03.000000Z,Vietnam
1180,https://c.m.163.com/,Google,3,Unofficial,https://c.m.163.com/,1,Yes,2026-05-28T08:24:04.000000Z,2026-05-28T08:24:04.000000Z,China
60,https://ca.news.yahoo.com/,Local News,7,Official,Canadian section of Yahoo News delivering national and world updates.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Canada
1000,https://cafebiz.vn/,Google,3,Unofficial,https://cafebiz.vn/,1,Yes,2026-02-27T08:23:45.000000Z,2026-02-27T08:23:45.000000Z,Vietnam
647,https://cafef.vn/,Google,3,Unofficial,https://cafef.vn/,1,Yes,2025-12-16T20:44:59.000000Z,2025-12-16T20:44:59.000000Z,Vietnam
61,https://calgaryherald.com/,Local News,7,Official,"Canadian daily newspaper based in Calgary providing news, opinion, and analysis.",1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Canada
62,https://calgarysun.com/,Local News,7,Official,Canadian tabloid newspaper focused on local and national news coverage.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Canada
748,https://canadianrecord.com/,Google,3,Unofficial,https://canadianrecord.com/,1,Yes,2026-01-20T16:48:12.000000Z,2026-01-20T16:48:12.000000Z,United States
1135,https://canberratimes.com.au/,Google,3,Unofficial,https://canberratimes.com.au/,1,Yes,2026-05-25T08:24:18.000000Z,2026-05-25T08:24:18.000000Z,Australia
1037,https://cand.com.vn/,Google,3,Unofficial,https://cand.com.vn/,1,Yes,2026-03-20T08:25:23.000000Z,2026-03-20T08:25:23.000000Z,Vietnam
63,https://capeyorkweekly.com.au/,Local News,7,Unofficial,Australian regional news site covering Cape York Peninsula.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Australia
667,https://cauayan.bomboradyo.com/,Google,3,Unofficial,https://cauayan.bomboradyo.com/,1,Yes,2025-12-18T02:08:25.000000Z,2025-12-18T02:08:25.000000Z,Philippines
64,https://cbn.globo.com/,Local News,7,Official,Brazilian news portal under Globo Network providing breaking and radio-based news.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Brazil
1164,https://cbnews.jp/,Google,3,Unofficial,https://cbnews.jp/,1,Yes,2026-05-27T08:49:04.000000Z,2026-05-27T08:49:04.000000Z,Japan
65,https://cbsaustin.com/,Local News,7,Official,Local U.S. news outlet affiliated with CBS Austin covering Texas regional news.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,United States
66,https://cdo.bomboradyo.com/,Local News,7,Official,Philippine regional radio and news website for Cagayan de Oro City.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Philippines
67,https://cebudailynews.inquirer.net/,Local News,7,Official,Cebu-based online newspaper under the Philippine Daily Inquirer group.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Philippines
1080,https://ceklissatu.com/,Google,3,Unofficial,https://ceklissatu.com/,1,Yes,2026-05-11T00:50:57.000000Z,2026-05-11T00:50:57.000000Z,Indonesia
68,https://celotehriau.com/,Local News,7,Unofficial,Local Indonesian online media focused on Riau province news and culture.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Indonesia
69,https://centralluzon.politiko.com.ph/,Local News,7,Official,Philippine political news site covering the Central Luzon region.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Philippines
994,https://cesphn.org.au/,Google,3,Unofficial,https://cesphn.org.au/,1,Yes,2026-02-26T13:36:55.000000Z,2026-02-26T13:36:55.000000Z,Australia
70,https://ceylontoday.lk/,Local News,7,Official,Sri Lankan English-language daily covering national and international news.,1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Sri Lanka
896,https://channelstv.com/,Google,3,Unofficial,https://channelstv.com/,1,Yes,2026-02-08T19:40:19.000000Z,2026-02-08T19:40:19.000000Z,Nigeria
71,https://chatnewstoday.ca/,Local News,7,Official,"Local news outlet based in Alberta, Canada covering regional developments.",1,No,2025-10-16T19:00:00.000000Z,2025-10-16T19:00:00.000000Z,Canada
