post_id,video_link,account_name,comment_date,comment,commenter_username,first_seen,source
1136968869001624,https://www.facebook.com/photo?fbid=1136968415668336&set=pcb.1136968869001624,,2026-08-30,Nganu kha magka dengue Ang bata no,Jenny Buck Abrau,2026-09-01,keyword:dengue
1136968869001624,https://www.facebook.com/photo?fbid=1136968415668336&set=pcb.1136968869001624,,2026-08-31,Fretzie Faye Almirante,Clarice Almirante,2026-09-01,keyword:dengue
1136968869001624,https://www.facebook.com/photo?fbid=1136968415668336&set=pcb.1136968869001624,,2026-08-30,,Jas Bongz,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-30,It is amazing that a hospital can make a post like this. Most Thais seem unaware that if they collect rubbish and leave water around mosquitoes will breed in the water and dengue will spread and their children will suffer. Why is the hospital not trying to make people aware.,Chris Docherty,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-30,Chris Docherty your assumptions are based on?....,Lee M Paradis,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,,Lee M Paradis are you not aware that mosquitoes breed in water left around? Are you really a teacher?,,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,,"Chris Docherty I've had dengue, and I know where it comes from. My comment was about yours, claiming that most Thais don't know where it comes from. Are you sure you want to assume that about them?",,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-30,"Chris Docherty all rural villages make people aware, they mention it over the speakers, they hold meetings, the committee come to check for any stagnant water at our home. But in 25 yrs here I still got dengue fever twice, the mossies live in gardens too",Sylvia Corley,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,,"Sylvia Corley I am in the suburbs of Pattaya and there is nothing like this. There are speakers but they are hardly used. We had a terrible mosquito problem till my neighbour's daughter (and I) caught dengue and she stopped leaving water around. People throw rubbish everywhere, collect old tyres and buckets. I could walk 30 metres to a rubbish dump on the main road with old buckets full of water. I will try and clean them up today but they don't like farungs interfering. Mosquitoes need to be in still water for 2 to 3 weeks- sure there are some plants that hold water but one of your neighbours probably has an old tyre collection or some old paint buckets somewhere. I know a very wealthy, politically powerful Thai who told me he was cutting the grass as there were too many mosquitoes even though he has rubbish all over his place. Australia used to have a bad rubbish problem until they had an intensive tv campaign- don't rubbish Australia - and introduced severe fines. Thailand could do similar but there does not seem any will to do so. I find the advertisement for Samitivej indicative of the problem. At the bottom in tiny writing it says clean up standing water. It should be at the top in large writing and include a warning to not leave containers around your home",,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,,"Chris Docherty certainly speakers aren't used around Pattaya like in Isan, bt even in the past the Nongprue amphur office have been in my village in Nernplubwan and sprayed. You can go to the amphur office and speak to them, but certainly in the past if you had dengue confirmed by the hospital they would send the spray guns out in your location. Last time I saw them in Khoa Noi market",,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,,"Sylvia Corley I live in the suburbs. Was once a country village but Pattaya is slowly encroaching on it. They have a speaker system but it is rarely used. I left as soon as I became sick as I have a place on the islands I escaped to. My point was prevention instead of worrying about it afterwards. If the government seriously tried to educate the population about the dangers of dengue and it's connection to standing water and the danger to their kids they could cut the dengue rate. They estimate an average 100,000 cases per year.",,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,,"Chris Docherty and most dont go to hospital but one out if the 4 strains can be fatal, my UK friend in Cambodia lost his young wife who was mother to their young son, very sad. She never went to doctor",,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,,Sylvia Corley it is sad. Hopefully people become more aware. It is good your village makes an effort.,,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-25,After 1 week of sickness I took natural Vitamine C (Lemon juices and vegetables rich in VitC and minerals) ... in 2 days finished for me ... Doctor felt down from his seat as he wanted me to stay in hospital ... lol,Yves Pottié,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-27,I had mild dengue fever but 2 neighbours almost got killed by it in Phuket,Holger Panzer,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-25,"And if you take aspirin, quit?",Garry James,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-25,Best cure is Ivermectin 12mg adult pills.,Paul Hastilow,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-25,Vaksine kan vre en god ide,Per Knutsen,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-26,"Had it and it nearly killed me, becareful, months to get back to normal",Dennis Haywood,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-27,"Dennis Haywood Same, same people do not believe how horrible dengue can be. My white blood cells were nearly gone. Paolo Hospital Hua Hin",Anton Weber,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,,Anton Weber me too 2-3 months so bad…,,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-31,"Lee M Paradis yes. Don't you think if they were aware of the connection between standing water and mosquitoes and clean it up? As I posted to Sylvia I was with a wealthy powerful(ex pooh yai) and he was cutting the grass as there were too many mosquitoes. I took a picture of some tyres for you, left to hold something down and collect rainwater. Only 50 metres from Pattaya Hilton Hotel in the centre of town.",Chris Docherty,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,2026-08-31,"Chris Docherty agree, they should know better. Schools I have worked for have sprayed cleaner in toilets over the weekend and holidays to prevent them. I do the same during the season, otherwise I come back with a house full of them.",Lee M Paradis,2026-09-01,keyword:dengue
1403960668498208,https://www.facebook.com/photo?fbid=1403960668498208&set=a.594795086081441,,,Lee M Paradis I was trying to say they should have an education program. Singapore has a very successful one called BLOCK. I'm not sure what breaking up the soil does but I posted a google screenshot of it. If an organisation like Samitivej jumped behind it and encouraged the government it would help alot.,,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-25,"So then Every School should start this procedure to prevent dengue and malaria, school authority should provide mosquito net seat and bench wish",Mohammed Salim,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-26,Good development,Kandiero Franc Chilenjekfc,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-25,This is happening in our Camp in Cox's Bazar Bangladesh and please save the Rohingya Refugee Children..,Mohammed Hasan,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-30,Great,George M Alhassan,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-25,So worries,M Jahid Ullah,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-25,Good job W H O we are together with you preventin protected and promote by public health practitioners zaharaddeen,Zaharaddeen Babandi,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-25,too hot.,Andrew MacIntosh,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-25,And that annoys Bill,Mohamed Abdiwahid,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-25,"Well done comrades..@Owusu Jerry Elvis:Well done comrade...@Owusu Jerry Elvis:DONATE BLOOD TO SAVE LIVES..In this critical situation of blood shortages in our Hospitals in the whole world and as we celebrate WORLD BLOOD DONOR'S DAY,I am appealing for us to get WORLD BLOOD DONATION EXERCISE DAY to this most importantly it can great awareness...Remember ONE WORLD ONE HUMAN BEING ONE BLOOD..Pls share until it reaches WHO and thier affiliates....",Owusu Jerry Elvis,2026-09-01,keyword:dengue
2001613593952987,https://www.facebook.com/photo?fbid=2001613593952987&set=a.1168843363896685,,2026-08-27,يدخل في اكتساب سلوك جيد,ياسين مرغني صغرينو,2026-09-01,keyword:dengue
